# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Nov 16 03:46:30 2021
#
# User preference: *
#
# COLUMN toi:            TESS Object of Interest
# COLUMN tid:            TESS Input Catalog ID
# COLUMN tfopwg_disp:    TFOPWG Dispostion (CP | FP | KP | PC)
# COLUMN pl_tranmid:     Planet Transit Midpoint Value [BJD]
# COLUMN pl_tranmiderr1: Planet Transit Midpoint Upper Unc [BJD]
# COLUMN pl_tranmiderr2: Planit Transit Midpoint Lower Unc [BJD]
# COLUMN pl_tranmidlim:  Planet Transit Midpoint Limit Flag
# COLUMN pl_orbper:      Planet Orbital Period Value [days]
# COLUMN pl_orbpererr1:  Planet Orbital Period Upper Unc [days]
# COLUMN pl_orbpererr2:  Planet Orbital Period Lower Unc [days]
# COLUMN pl_orbperlim:   Planet Orbital Period Limit Flag
# COLUMN pl_trandurh:    Planet Transit Duration Value [hours]
# COLUMN pl_trandurherr1: Planet Transit Duration Upper Unc [hours]
# COLUMN pl_trandurherr2: Planet Transit Duration Lower Unc [hours]
# COLUMN pl_trandurhlim: Planet Transit Duration Limit Flag
#
toi,tid,tfopwg_disp,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_trandurh,pl_trandurherr1,pl_trandurherr2,pl_trandurhlim
2797.01,206897186,PC,2459225.1279620,0.002097,-0.002097,0,4.2380604,0.0000186,-0.0000186,0,3.3850000,0.3660000,-0.3660000,0
2798.01,160347548,PC,2459221.1678530,0.000644,-0.000644,0,3.9944740,0.0000096,-0.0000096,0,4.4360000,0.0930000,-0.0930000,0
2799.01,156887426,PC,2459227.3284180,0.000377,-0.000377,0,1.4367914,0.0000009,-0.0000009,0,2.1780000,0.0700000,-0.0700000,0
280.01,42054565,PC,2458383.4886090,0.001866,-0.001866,0,10.1843061,0.0000407,-0.0000407,0,1.7293131,0.3837901,-0.3837901,0
2800.01,147804034,PC,2459218.1779750,0.001597,-0.001597,0,7.7538288,0.0000227,-0.0000227,0,3.4540000,0.3580000,-0.3580000,0
2801.01,140287227,PC,2459221.4261390,0.001918,-0.001918,0,5.4139736,0.0000227,-0.0000227,0,2.9520000,0.3510000,-0.3510000,0
2802.01,139444326,PC,2459195.4054410,0.002755,-0.002755,0,3.5266608,0.0000167,-0.0000167,0,2.1050000,0.2940000,-0.2940000,0
2803.01,124379043,PC,2459227.3086650,0.000320,-0.000320,0,1.9622920,0.0000014,-0.0000014,0,2.9350000,0.0610000,-0.0610000,0
2804.01,44764338,PC,2459304.3022350,0.001249,-0.001249,0,4.8033954,0.0000145,-0.0000145,0,0.5620000,0.1410000,-0.1410000,0
2805.01,5024743,FP,2459293.0069400,0.014308,-0.014308,0,12.4508561,0.0002512,-0.0002512,0,5.7310000,0.6670000,-0.6670000,0
2806.01,193220940,PC,2459298.6192790,0.003628,-0.003628,0,11.4045112,0.0001119,-0.0001119,0,3.9470000,0.5820000,-0.5820000,0
2807.01,11936042,PC,2459298.4846260,0.003399,-0.003399,0,3.9919239,0.0000315,-0.0000315,0,2.7680000,0.4470000,-0.4470000,0
2808.01,192988021,PC,2459301.1014920,0.004440,-0.004440,0,9.4453792,0.0000733,-0.0000733,0,2.5400000,0.2930000,-0.2930000,0
2809.01,45655786,PC,2459299.7634400,0.000617,-0.000617,0,3.1661578,0.0000050,-0.0000050,0,2.4040000,0.0720000,-0.0720000,0
281.01,38696105,PC,2458381.8906700,0.000888,-0.000888,0,5.5764964,0.0000107,-0.0000107,0,1.9712686,0.3634952,-0.3634952,0
2810.01,80682484,PC,2459318.3850520,0.004288,-0.004288,0,8.4035402,0.0001220,-0.0001220,0,3.8930000,0.9260000,-0.9260000,0
2811.01,78775584,FP,2459302.1602590,0.004036,-0.004036,0,5.5553784,0.0000348,-0.0000348,0,2.2560000,0.3340000,-0.3340000,0
2812.01,105801221,FP,2459302.0655550,0.006056,-0.006056,0,3.0750728,0.0000330,-0.0000330,0,2.2190000,0.4200000,-0.4200000,0
2813.01,133427311,PC,2459252.9935040,0.002026,-0.002026,0,4.5654898,0.0000176,-0.0000176,0,1.8830000,0.2110000,-0.2110000,0
2814.01,268187322,PC,2459252.6514470,0.000725,-0.000725,0,5.4791626,0.0000063,-0.0000063,0,4.6270000,0.1470000,-0.1470000,0
2815.01,306663205,PC,2459220.9378940,0.002541,-0.002541,0,3.4044402,0.0000175,-0.0000175,0,1.8950000,0.2250000,-0.2250000,0
2816.01,131581522,PC,2459251.4781310,0.005778,-0.005778,0,3.0591680,0.0000302,-0.0000302,0,4.9920000,0.4480000,-0.4480000,0
2817.01,285526706,PC,2459247.2989360,0.001911,-0.001911,0,6.2804387,0.0000180,-0.0000180,0,3.2630000,0.3000000,-0.3000000,0
2818.01,151483286,PC,2459245.6320190,0.000445,-0.000445,0,4.0397189,0.0000031,-0.0000031,0,3.6550000,0.0610000,-0.0610000,0
2819.01,387275908,PC,2459222.5166700,0.000884,-0.000884,0,4.3905548,0.0000071,-0.0000071,0,2.0060000,0.3870000,-0.3870000,0
282.01,29781292,PC,2458337.2158190,0.002213,-0.002213,0,56.0067185,0.0002320,-0.0002320,0,9.4141788,0.1613835,-0.1613835,0
282.02,29781292,FA,2459044.8259300,0.059230,-0.059230,0,31.3231200,0.0035400,-0.0035400,0,1.5410000,0.8070000,-0.8070000,0
282.03,29781292,PC,2458355.6468570,0.005667,-0.005667,0,84.2604719,0.0011106,-0.0011106,0,10.7817731,0.4672211,-0.4672211,0
282.04,29781292,PC,2458344.8121270,0.002104,-0.002104,0,22.8910338,0.0000924,-0.0000924,0,2.5305151,0.4336740,-0.4336740,0
2820.01,130948731,PC,2459249.9250060,0.001678,-0.001678,0,13.3444340,0.0000398,-0.0000398,0,3.0050000,0.4680000,-0.4680000,0
2821.01,281489322,PC,2459251.9440790,0.001538,-0.001538,0,0.2856701,0.0000006,-0.0000006,0,0.2970000,0.0810000,-0.0810000,0
2822.01,130349701,PC,2459248.4451260,0.004255,-0.004255,0,2.8798613,0.0000211,-0.0000211,0,4.1110000,0.5350000,-0.5350000,0
2823.01,271035369,PC,2459244.2374380,0.000740,-0.000740,0,4.7962078,0.0000062,-0.0000062,0,3.3280000,0.2740000,-0.2740000,0
2824.01,128135100,PC,2459252.4152640,0.009794,-0.009794,0,2.2087864,0.0000358,-0.0000358,0,4.0450000,0.6670000,-0.6670000,0
2825.01,268496304,PC,2459245.0756240,0.003303,-0.003303,0,5.9492615,0.0000350,-0.0000350,0,4.3040000,0.3030000,-0.3030000,0
2826.01,123462119,PC,2459224.5721390,0.000382,-0.000382,0,1.9275568,0.0000016,-0.0000016,0,2.6210000,0.0470000,-0.0470000,0
2827.01,440775339,PC,2459219.8029960,0.002024,-0.002024,0,5.3392736,0.0000254,-0.0000254,0,3.0320000,0.2730000,-0.2730000,0
2828.01,268042363,PC,2459298.4693200,0.001859,-0.001859,0,4.6141256,0.0000178,-0.0000178,0,1.5660000,0.1400000,-0.1400000,0
2829.01,114103134,PC,2459251.4588790,0.001301,-0.001301,0,1.1469027,0.0000027,-0.0000027,0,1.5430000,0.1180000,-0.1180000,0
283.01,382626661,PC,2459355.2921610,0.002473,-0.002473,0,17.6175219,0.0000380,-0.0000380,0,3.9495491,0.1254008,-0.1254008,0
2830.01,307456716,PC,2459251.2433060,0.003971,-0.003971,0,4.2555436,0.0000284,-0.0000284,0,5.0580000,0.4600000,-0.4600000,0
2831.01,259165246,PC,2459251.1663200,0.002239,-0.002239,0,2.6926692,0.0000103,-0.0000103,0,3.1010000,0.1860000,-0.1860000,0
2832.01,107340585,PC,2459251.8379730,0.002341,-0.002341,0,2.6889686,0.0000096,-0.0000096,0,2.6770000,0.1800000,-0.1800000,0
2833.01,238335094,PC,2459247.2787130,0.003514,-0.003514,0,4.3897272,0.0000227,-0.0000227,0,3.2340000,0.2770000,-0.2770000,0
2834.01,156172268,PC,2459245.4666950,0.001042,-0.001042,0,4.6391531,0.0000073,-0.0000073,0,3.2390000,0.1300000,-0.1300000,0
2835.01,98286422,PC,2459252.3088950,0.000458,-0.000458,0,2.9646096,0.0000027,-0.0000027,0,2.2320000,0.0550000,-0.0550000,0
2836.01,144628120,PC,2459251.6680320,0.001089,-0.001089,0,3.2379325,0.0000059,-0.0000059,0,3.1120000,0.3250000,-0.3250000,0
2837.01,238020894,PC,2458540.9077110,0.001427,-0.001427,0,0.8602270,0.0000298,-0.0000298,0,1.2940000,0.0900000,-0.0900000,0
2838.01,81231810,PC,2459223.2646440,0.003412,-0.003412,0,5.4521068,0.0000342,-0.0000342,0,4.7020000,0.7460000,-0.7460000,0
2839.01,182470056,PC,2459252.2987030,0.002305,-0.002305,0,0.8792680,0.0000034,-0.0000034,0,1.5290000,0.2720000,-0.2720000,0
284.01,277103955,FP,2458326.4134700,0.007700,-0.007700,0,1.3092600,0.0001600,-0.0001600,0,2.7600000,0.4060000,-0.4060000,0
2840.01,178577607,PC,2459212.2357920,0.000512,-0.000512,0,1.5324270,0.0000014,-0.0000014,0,2.3510000,0.0510000,-0.0510000,0
2841.01,79930628,PC,2459251.7683530,0.003051,-0.003051,0,2.1663502,0.0000119,-0.0000119,0,4.2580000,0.2730000,-0.2730000,0
2842.01,178162579,PC,2459225.4496030,0.001103,-0.001103,0,3.5514016,0.0000087,-0.0000087,0,2.2070000,0.2420000,-0.2420000,0
2843.01,79030066,PC,2459224.5979730,0.000996,-0.000996,0,1.8882882,0.0000035,-0.0000035,0,2.7140000,0.1040000,-0.1040000,0
2844.01,387342052,PC,2459226.1796280,0.002392,-0.002392,0,3.5524126,0.0000184,-0.0000184,0,2.8340000,0.3320000,-0.3320000,0
2845.01,177612321,PC,2459223.6533030,0.003505,-0.003505,0,3.1455020,0.0000223,-0.0000223,0,2.4110000,0.4680000,-0.4680000,0
2846.01,66151343,PC,2459248.6429480,0.001852,-0.001852,0,2.6792695,0.0000147,-0.0000147,0,2.5600000,0.2470000,-0.2470000,0
2847.01,175604949,PC,2459250.1878090,0.000478,-0.000478,0,2.6488450,0.0000021,-0.0000021,0,2.1310000,0.2020000,-0.2020000,0
2848.01,285524410,PC,2459251.0038040,0.001722,-0.001722,0,3.0249623,0.0000087,-0.0000087,0,3.6510000,0.3580000,-0.3580000,0
2849.01,61687533,PC,2459208.2750860,0.004006,-0.004006,0,2.9510628,0.0000189,-0.0000189,0,3.4040000,0.2350000,-0.2350000,0
285.01,220459976,PC,2458361.6639250,0.004797,-0.004797,0,32.3325280,0.0066760,-0.0066760,0,3.4596320,0.7860240,-0.7860240,0
2850.01,453105377,PC,2459222.1347530,0.000767,-0.000767,0,6.6329154,0.0000096,-0.0000096,0,0.5980000,0.2010000,-0.2010000,0
2851.01,174206540,PC,2459247.7453140,0.002871,-0.002871,0,4.8257226,0.0000217,-0.0000217,0,4.1450000,0.2100000,-0.2100000,0
2852.01,52869977,PC,2459253.1674380,0.002391,-0.002391,0,0.4007770,0.0000016,-0.0000016,0,0.8860000,0.2030000,-0.2030000,0
2853.01,173818213,PC,2459251.8275840,0.000912,-0.000912,0,3.2923881,0.0000051,-0.0000051,0,1.4270000,0.2240000,-0.2240000,0
2854.01,50989813,PC,2459227.2313330,0.002666,-0.002666,0,0.9008643,0.0000046,-0.0000046,0,1.4190000,0.2590000,-0.2590000,0
2855.01,437156845,PC,2459246.5996770,0.002644,-0.002644,0,3.4906402,0.0000151,-0.0000151,0,1.5860000,0.2220000,-0.2220000,0
2856.01,172630205,PC,2459226.2309300,0.003852,-0.003852,0,0.5990920,0.0000040,-0.0000040,0,1.2320000,0.2420000,-0.2420000,0
2857.01,419148828,PC,2459253.0534730,0.002640,-0.002640,0,0.3109299,0.0000012,-0.0000012,0,0.4200000,0.1040000,-0.1040000,0
2858.01,47587394,PC,2459225.0804960,0.004022,-0.004022,0,2.4181961,0.0000155,-0.0000155,0,1.8140000,0.7700000,-0.7700000,0
2859.01,157655504,PC,2459253.0794980,0.000836,-0.000836,0,3.9589903,0.0000061,-0.0000061,0,3.5000000,0.1080000,-0.1080000,0
286.01,150030205,PC,2459383.5614130,0.001517,-0.001517,0,4.5117102,0.0000081,-0.0000081,0,1.8910158,0.1176261,-0.1176261,0
286.02,150030205,PC,2459289.0665020,0.003727,-0.003727,0,39.3620474,0.0001370,-0.0001370,0,4.6839923,0.2102388,-0.2102388,0
2860.01,419029830,PC,2459245.8248030,0.002114,-0.002114,0,4.1849602,0.0000134,-0.0000134,0,2.2330000,0.2550000,-0.2550000,0
2861.01,157572174,PC,2459251.6299510,0.002176,-0.002176,0,6.6300095,0.0000300,-0.0000300,0,3.4690000,0.2610000,-0.2610000,0
2862.01,231937059,PC,2459243.0861900,0.001513,-0.001513,0,11.4874782,0.0000319,-0.0000319,0,4.0630000,0.2310000,-0.2310000,0
2863.01,412257781,PC,2459253.3641430,0.003651,-0.003651,0,1.1894812,0.0000072,-0.0000072,0,3.0470000,0.4130000,-0.4130000,0
2864.01,157011920,PC,2459252.0994970,0.001128,-0.001128,0,0.4777885,0.0000010,-0.0000010,0,1.0390000,0.1460000,-0.1460000,0
2865.01,231337271,PC,2459226.7164290,0.001499,-0.001499,0,0.4516850,0.0000011,-0.0000011,0,0.2620000,0.1030000,-0.1030000,0
2866.01,409896170,PC,2459251.0301000,0.000950,-0.000950,0,1.5728416,0.0000025,-0.0000025,0,1.9470000,0.1090000,-0.1090000,0
2867.01,156949982,PC,2459249.6290130,0.002286,-0.002286,0,5.6392638,0.0000279,-0.0000279,0,4.4360000,0.3030000,-0.3030000,0
2868.01,147857396,PC,2459222.2777490,0.002843,-0.002843,0,9.3803217,0.0000516,-0.0000516,0,4.5080000,0.9340000,-0.9340000,0
2869.01,409264172,PC,2459249.1090410,0.001052,-0.001052,0,1.7198076,0.0000036,-0.0000036,0,1.8610000,0.2390000,-0.2390000,0
287.01,2758565,PC,2458356.0311700,0.001230,-0.001230,0,3.7818120,0.0002549,-0.0002549,0,2.0119422,0.0841561,-0.0841561,0
2870.01,14709225,PC,2459220.4405430,0.002218,-0.002218,0,5.7655691,0.0000212,-0.0000212,0,1.5650000,0.4140000,-0.4140000,0
2871.01,155807906,PC,2459253.1688450,0.004033,-0.004033,0,0.4057204,0.0000023,-0.0000023,0,1.2010000,0.1810000,-0.1810000,0
2872.01,151930063,PC,2459243.6458650,0.003438,-0.003438,0,5.2201338,0.0000286,-0.0000286,0,2.5840000,0.2160000,-0.2160000,0
2873.01,119448220,PC,2459252.9135660,0.000698,-0.000698,0,1.2520250,0.0000018,-0.0000018,0,0.8160000,0.1310000,-0.1310000,0
2874.01,123106490,PC,2459247.3876390,0.002878,-0.002878,0,3.3004862,0.0000165,-0.0000165,0,2.0640000,0.2960000,-0.2960000,0
2875.01,385658469,PC,2459245.6203620,0.004788,-0.004788,0,3.4142143,0.0000290,-0.0000290,0,4.2120000,0.3970000,-0.3970000,0
2876.01,10827386,PC,2459248.3642380,0.000677,-0.000677,0,6.2996307,0.0000086,-0.0000086,0,1.9180000,0.1580000,-0.1580000,0
2877.01,348477542,PC,2459248.4003620,0.001400,-0.001400,0,3.4074188,0.0000076,-0.0000076,0,3.1110000,0.1330000,-0.1330000,0
2878.01,4999813,PC,2459226.7262130,0.004421,-0.004421,0,2.0849517,0.0000225,-0.0000225,0,3.0990000,0.7450000,-0.7450000,0
2879.01,146836153,PC,2459251.0645730,0.001445,-0.001445,0,2.3249635,0.0000057,-0.0000057,0,1.5910000,0.1340000,-0.1340000,0
288.01,47316976,PC,2458364.4635210,0.002631,-0.002631,0,711.7446522,0.0037702,-0.0037702,0,6.7941930,0.2133138,-0.2133138,0
2880.01,344140617,PC,2459224.0796980,0.004572,-0.004572,0,4.7799716,0.0000381,-0.0000381,0,4.9760000,1.0050000,-1.0050000,0
2881.01,320541238,PC,2459225.4766900,0.002337,-0.002337,0,2.9301843,0.0000164,-0.0000164,0,4.2180000,0.2560000,-0.2560000,0
2882.01,142405475,PC,2459224.0560670,0.015863,-0.015863,0,2.0083269,0.0000484,-0.0000484,0,4.3700000,0.7360000,-0.7360000,0
2883.01,319932686,PC,2459249.3714290,0.001451,-0.001451,0,3.7064049,0.0000157,-0.0000157,0,2.0560000,0.4510000,-0.4510000,0
2884.01,318413374,PC,2459226.6306610,0.006235,-0.006235,0,2.9358860,0.0000295,-0.0000295,0,2.9300000,1.0190000,-1.0190000,0
2885.01,140019355,PC,2459241.0580650,0.003212,-0.003212,0,6.3350651,0.0000315,-0.0000315,0,2.3700000,0.5260000,-0.5260000,0
2886.01,318796593,PC,2459251.7404620,0.000272,-0.000272,0,1.6020002,0.0000013,-0.0000013,0,2.6250000,0.0460000,-0.0460000,0
2887.01,134183038,PC,2459253.2863950,0.001702,-0.001702,0,4.9179585,0.0000139,-0.0000139,0,3.6470000,0.1440000,-0.1440000,0
2888.01,80713983,PC,2459245.0947260,0.001185,-0.001185,0,4.2188055,0.0000081,-0.0000081,0,1.8920000,0.0980000,-0.0980000,0
2889.01,355796887,PC,2459325.2389070,0.000538,-0.000538,0,3.6579148,0.0000041,-0.0000041,0,4.3300000,0.1890000,-0.1890000,0
289.01,201292545,PC,2458326.6458600,0.003070,-0.003070,0,,,,0,6.4630000,0.6510000,-0.6510000,0
2890.01,355655412,PC,2459299.6795830,0.000879,-0.000879,0,3.1958886,0.0000047,-0.0000047,0,1.5480000,0.2440000,-0.2440000,0
2891.01,342167886,PC,2459323.6494910,0.001042,-0.001042,0,17.3076615,0.0000305,-0.0000305,0,4.8430000,0.1220000,-0.1220000,0
2892.01,340559155,PC,2459312.6345650,0.003402,-0.003402,0,14.9502738,0.0000906,-0.0000906,0,4.4640000,0.2720000,-0.2720000,0
2893.01,340144218,PC,2459295.9608350,0.003425,-0.003425,0,10.3629429,0.0000674,-0.0000674,0,3.1680000,0.4780000,-0.4780000,0
2894.01,315120585,PC,2459265.5596800,0.001820,-0.001820,0,7.4190257,0.0000222,-0.0000222,0,2.4720000,0.1220000,-0.1220000,0
2895.01,315117300,PC,2459275.5356580,0.008328,-0.008328,0,8.7858955,0.0001161,-0.0001161,0,5.9080000,0.5740000,-0.5740000,0
2896.01,310537530,PC,2459332.2251830,0.002316,-0.002316,0,1.3475728,0.0000056,-0.0000056,0,1.5890000,0.4180000,-0.4180000,0
2897.01,308987429,PC,2459310.4295480,0.002614,-0.002614,0,12.0040505,0.0000505,-0.0000505,0,3.9500000,0.1860000,-0.1860000,0
2898.01,308612785,PC,2459326.1617240,0.001964,-0.001964,0,3.6128161,0.0000136,-0.0000136,0,3.1010000,0.2160000,-0.2160000,0
2899.01,307366709,PC,2459386.4030250,0.001061,-0.001061,0,4.0874138,0.0000077,-0.0000077,0,2.0610000,0.3190000,-0.3190000,0
290.01,201233610,FP,2459097.4346300,0.001580,-0.001580,0,21.0527100,0.0000800,-0.0000800,0,4.9100000,0.2520000,-0.2520000,0
2900.01,298206077,PC,2459303.6920920,0.000991,-0.000991,0,1.3171730,0.0000027,-0.0000027,0,2.5810000,0.0690000,-0.0690000,0
2901.01,295093397,PC,2459303.9945310,0.001022,-0.001022,0,4.6086828,0.0000100,-0.0000100,0,4.2830000,0.1210000,-0.1210000,0
2902.01,290302097,PC,2459330.7486530,0.002487,-0.002487,0,2.9918201,0.0000130,-0.0000130,0,2.2310000,0.2780000,-0.2780000,0
2903.01,268125229,PC,2459299.1974530,0.003761,-0.003761,0,3.5947639,0.0000201,-0.0000201,0,1.8100000,0.1840000,-0.1840000,0
2904.01,267536225,PC,2459292.3431000,0.007483,-0.007483,0,7.5010022,0.0000929,-0.0000929,0,3.9770000,1.1720000,-1.1720000,0
2905.01,260120451,PC,2459285.2724360,0.002831,-0.002831,0,11.8790678,0.0000638,-0.0000638,0,3.7160000,0.6500000,-0.6500000,0
2906.01,192259856,PC,2459277.5532720,0.001512,-0.001512,0,3.7062792,0.0000089,-0.0000089,0,3.0080000,0.1230000,-0.1230000,0
2907.01,192003741,PC,2459274.7613900,0.006289,-0.006289,0,3.1686320,0.0000322,-0.0000322,0,2.3290000,0.4070000,-0.4070000,0
2908.01,191671884,PC,2459275.1425700,0.005008,-0.005008,0,5.4631023,0.0000447,-0.0000447,0,4.0670000,0.5020000,-0.5020000,0
2909.01,191496430,PC,2459275.2066180,0.002948,-0.002948,0,3.0688259,0.0000135,-0.0000135,0,3.9500000,0.2800000,-0.2800000,0
291.01,49710555,FP,2459109.0920000,0.002710,-0.002710,0,12.0883700,0.0000600,-0.0000600,0,3.1060000,0.3320000,-0.3320000,0
2910.01,141574742,PC,2459273.9609740,0.003406,-0.003406,0,3.3085670,0.0000202,-0.0000202,0,3.7000000,0.3090000,-0.3090000,0
2911.01,141141249,PC,2459301.8474610,0.000756,-0.000756,0,1.7700878,0.0000031,-0.0000031,0,1.3140000,0.0830000,-0.0830000,0
2912.01,118406995,PC,2459327.5063270,0.001274,-0.001274,0,8.7614828,0.0000215,-0.0000215,0,3.3010000,0.3170000,-0.3170000,0
2913.01,101588793,PC,2459304.4564960,0.001048,-0.001048,0,7.0317936,0.0000171,-0.0000171,0,2.9620000,0.0910000,-0.0910000,0
2914.01,90127880,PC,2459275.0501640,0.004540,-0.004540,0,3.0518616,0.0000229,-0.0000229,0,3.0590000,0.4640000,-0.4640000,0
2915.01,89617284,PC,2459297.9722860,0.001701,-0.001701,0,5.1304425,0.0000136,-0.0000136,0,2.3990000,0.3820000,-0.3820000,0
2916.01,76663549,PC,2459303.1286430,0.000920,-0.000920,0,3.9216762,0.0000064,-0.0000064,0,2.0750000,0.0820000,-0.0820000,0
2917.01,75744886,PC,2459294.1200290,0.001763,-0.001763,0,7.9018734,0.0000228,-0.0000228,0,3.1800000,0.3460000,-0.3460000,0
2918.01,74881311,PC,2459288.0406120,0.003394,-0.003394,0,9.5680636,0.0000632,-0.0000632,0,3.9820000,0.2810000,-0.2810000,0
2919.01,74274839,PC,2459298.6803530,0.000983,-0.000983,0,4.6957057,0.0000097,-0.0000097,0,2.6330000,0.0830000,-0.0830000,0
292.01,180285396,PC,2458363.1455900,0.002470,-0.002470,0,10.3692426,0.0012921,-0.0012921,0,2.5076027,0.2294341,-0.2294341,0
2920.01,48210046,PC,2459300.9728970,0.000670,-0.000670,0,3.2003149,0.0000041,-0.0000041,0,2.8470000,0.0930000,-0.0930000,0
2921.01,45896295,PC,2459331.5056930,0.000939,-0.000939,0,3.0044799,0.0000056,-0.0000056,0,3.1900000,0.1100000,-0.1100000,0
2922.01,45492609,PC,2459303.7368270,0.001345,-0.001345,0,1.3605223,0.0000040,-0.0000040,0,0.7150000,0.1760000,-0.1760000,0
2923.01,45299834,PC,2459324.0016680,0.001342,-0.001342,0,4.3226285,0.0000102,-0.0000102,0,2.9080000,0.1330000,-0.1330000,0
2924.01,45048546,PC,2459297.9936700,0.002082,-0.002082,0,7.3502169,0.0000361,-0.0000361,0,3.6840000,0.2540000,-0.2540000,0
2925.01,44510874,PC,2459302.5643510,0.001189,-0.001189,0,1.5720089,0.0000047,-0.0000047,0,1.2570000,0.1710000,-0.1710000,0
2926.01,34499178,PC,2459303.1983090,0.002835,-0.002835,0,2.4249041,0.0000187,-0.0000187,0,4.2250000,0.2930000,-0.2930000,0
2927.01,33651215,PC,2459304.9912770,0.001012,-0.001012,0,1.3868302,0.0000031,-0.0000031,0,2.4130000,0.1150000,-0.1150000,0
2928.01,33159936,PC,2459302.1650510,0.004197,-0.004197,0,2.8457134,0.0000232,-0.0000232,0,3.1890000,0.2730000,-0.2730000,0
2929.01,31975443,PC,2459302.0351100,0.002601,-0.002601,0,2.0391352,0.0000109,-0.0000109,0,2.1000000,0.1830000,-0.1830000,0
293.01,355637190,APC,2458326.2210800,0.000720,-0.000720,0,0.8054600,0.0000200,-0.0000200,0,1.1890000,0.1830000,-0.1830000,0
2930.01,30300445,PC,2459297.4142760,0.004036,-0.004036,0,7.2041454,0.0000454,-0.0000454,0,3.5270000,0.8120000,-0.8120000,0
2931.01,29505837,PC,2459268.5530970,0.005227,-0.005227,0,8.6681997,0.0000798,-0.0000798,0,5.8640000,0.9120000,-0.9120000,0
2932.01,29418536,PC,2459300.2170170,0.001864,-0.001864,0,3.2569118,0.0000112,-0.0000112,0,3.6890000,0.2150000,-0.2150000,0
2933.01,29336129,PC,2459304.1061590,0.007016,-0.007016,0,1.6360871,0.0000184,-0.0000184,0,3.6690000,0.4580000,-0.4580000,0
2934.01,28945511,PC,2459278.6836840,0.003622,-0.003622,0,1.1239749,0.0000062,-0.0000062,0,1.0110000,0.2010000,-0.2010000,0
2935.01,24837152,PC,2459278.9432320,0.002545,-0.002545,0,5.5698287,0.0000233,-0.0000233,0,2.2340000,0.2200000,-0.2200000,0
2936.01,22020459,PC,2459278.0769570,0.004729,-0.004729,0,1.3328042,0.0000100,-0.0000100,0,2.7500000,0.2840000,-0.2840000,0
2937.01,18794442,PC,2459279.4994720,0.004811,-0.004811,0,2.0139493,0.0000142,-0.0000142,0,1.5540000,0.2250000,-0.2250000,0
2938.01,11417087,PC,2459272.9235590,0.000525,-0.000525,0,4.9424560,0.0000046,-0.0000046,0,2.5040000,0.0850000,-0.0850000,0
2939.01,5485318,PC,2459273.9225150,0.001613,-0.001613,0,4.8306667,0.0000141,-0.0000141,0,4.2400000,0.1990000,-0.1990000,0
294.01,188570092,CP,2458358.7812600,0.001100,-0.001100,0,7.3282900,0.0005400,-0.0005400,0,2.9390000,0.2010000,-0.2010000,0
2940.01,5224772,PC,2459301.0793910,0.001201,-0.001201,0,4.5991516,0.0000094,-0.0000094,0,3.1130000,0.0980000,-0.0980000,0
2941.01,4729001,PC,2459304.2877770,0.000692,-0.000692,0,0.7127815,0.0000012,-0.0000012,0,1.1540000,0.0960000,-0.0960000,0
2942.01,3840990,PC,2459303.8336260,0.002972,-0.002972,0,3.5257230,0.0000205,-0.0000205,0,4.5820000,0.3230000,-0.3230000,0
2943.01,3233861,PC,2459279.0921250,0.001522,-0.001522,0,0.7123317,0.0000021,-0.0000021,0,0.7520000,0.2550000,-0.2550000,0
2944.01,340700241,PC,2459304.7856690,0.002342,-0.002342,0,7.7920268,0.0000316,-0.0000316,0,2.4500000,0.2110000,-0.2110000,0
2945.01,286152207,PC,2459299.3301910,0.002289,-0.002289,0,3.2006677,0.0000141,-0.0000141,0,4.1950000,0.1390000,-0.1390000,0
2946.01,302798365,PC,2459331.5641600,0.000388,-0.000388,0,4.9186433,0.0000032,-0.0000032,0,1.8490000,0.0410000,-0.0410000,0
2947.01,374847873,FP,2459332.0805510,0.001319,-0.001319,0,2.0391741,0.0000049,-0.0000049,0,0.8490000,0.2400000,-0.2400000,0
2948.01,357896777,PC,2459328.7941120,0.001254,-0.001254,0,2.7557652,0.0000057,-0.0000057,0,1.8890000,0.1170000,-0.1170000,0
2949.01,357299852,PC,2459359.1463200,0.000717,-0.000717,0,2.8652288,0.0000047,-0.0000047,0,1.7850000,0.0930000,-0.0930000,0
295.01,327952677,KP,2458356.4043200,0.001130,-0.001130,0,3.3971091,0.0003055,-0.0003055,0,2.3770393,0.0775816,-0.0775816,0
2950.01,356206412,PC,2459358.1477630,0.001112,-0.001112,0,3.2690486,0.0000061,-0.0000061,0,3.6660000,0.0960000,-0.0960000,0
2951.01,304025075,PC,2459359.2060110,0.000755,-0.000755,0,3.0291360,0.0000039,-0.0000039,0,2.8290000,0.3140000,-0.3140000,0
2952.01,302527524,PC,2459330.0998480,0.001037,-0.001037,0,10.7845114,0.0000210,-0.0000210,0,1.9990000,0.0900000,-0.0900000,0
2953.01,469184909,PC,2459331.1604500,0.001318,-0.001318,0,1.2926975,0.0000034,-0.0000034,0,2.5920000,0.1210000,-0.1210000,0
