# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Nov 16 03:46:30 2021
#
# User preference: *
#
# COLUMN toi:            TESS Object of Interest
# COLUMN tid:            TESS Input Catalog ID
# COLUMN tfopwg_disp:    TFOPWG Dispostion (CP | FP | KP | PC)
# COLUMN pl_tranmid:     Planet Transit Midpoint Value [BJD]
# COLUMN pl_tranmiderr1: Planet Transit Midpoint Upper Unc [BJD]
# COLUMN pl_tranmiderr2: Planit Transit Midpoint Lower Unc [BJD]
# COLUMN pl_tranmidlim:  Planet Transit Midpoint Limit Flag
# COLUMN pl_orbper:      Planet Orbital Period Value [days]
# COLUMN pl_orbpererr1:  Planet Orbital Period Upper Unc [days]
# COLUMN pl_orbpererr2:  Planet Orbital Period Lower Unc [days]
# COLUMN pl_orbperlim:   Planet Orbital Period Limit Flag
# COLUMN pl_trandurh:    Planet Transit Duration Value [hours]
# COLUMN pl_trandurherr1: Planet Transit Duration Upper Unc [hours]
# COLUMN pl_trandurherr2: Planet Transit Duration Lower Unc [hours]
# COLUMN pl_trandurhlim: Planet Transit Duration Limit Flag
#
toi,tid,tfopwg_disp,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_trandurh,pl_trandurherr1,pl_trandurherr2,pl_trandurhlim
1485.01,377191482,PC,2458686.1724600,0.009550,-0.009550,0,2.9560700,0.0005500,-0.0005500,0,1.8600000,0.5170000,-0.5170000,0
1486.01,233541860,FP,2458683.6020000,0.001290,-0.001290,0,0.2666500,0.0000100,-0.0000100,0,0.9800000,0.0960000,-0.0960000,0
1487.01,459978312,FA,2458684.8873900,0.012460,-0.012460,0,23.2879800,0.0035500,-0.0035500,0,3.4620000,0.8590000,-0.8590000,0
1488.01,198457103,FA,2458683.9199000,0.007290,-0.007290,0,0.4722500,0.0000400,-0.0000400,0,2.3030000,0.2250000,-0.2250000,0
1489.01,219751469,PC,2458690.0492100,0.022540,-0.022540,0,6.9830100,0.0023400,-0.0023400,0,3.4720000,0.9030000,-0.9030000,0
149.01,260985861,PC,2459362.7866790,0.000948,-0.000948,0,3.3399404,0.0000047,-0.0000047,0,4.1894424,0.0452294,-0.0452294,0
1490.01,283474780,PC,2458765.9143500,0.014170,-0.014170,0,3.9943000,0.0033900,-0.0033900,0,4.8760000,0.8720000,-0.8720000,0
1491.01,53875855,PC,2458769.1614300,0.003290,-0.003290,0,4.4932100,0.0011900,-0.0011900,0,3.0020000,0.2160000,-0.2160000,0
1492.01,354594208,FP,2458765.2281300,0.003790,-0.003790,0,0.8667300,0.0002100,-0.0002100,0,1.0890000,0.2230000,-0.2230000,0
1493.01,15692883,CP,2458764.8563000,0.002600,-0.002600,0,5.1412400,0.0009600,-0.0009600,0,5.4050000,0.8020000,-0.8020000,0
1494.01,411608801,CP,2459464.3257340,0.000400,-0.000400,0,5.0267882,0.0000067,-0.0000067,0,2.6780000,0.2920000,-0.2920000,0
1495.01,431148743,FP,2458738.9395400,0.002920,-0.002920,0,2.6286400,0.0002400,-0.0002400,0,2.8910000,0.3190000,-0.3190000,0
1496.01,384045439,FP,2458743.8706600,0.001890,-0.001890,0,10.8266100,0.0006400,-0.0006400,0,6.8770000,0.2740000,-0.2740000,0
1497.01,371673488,FP,2458765.4808100,0.005570,-0.005570,0,0.8158000,0.0003500,-0.0003500,0,2.3530000,0.3510000,-0.3510000,0
1498.01,316402246,FP,2458715.8798400,0.000410,-0.000410,0,1.3978700,0.0000100,-0.0000100,0,2.4520000,0.0320000,-0.0320000,0
1499.01,414870287,FP,2458740.8589000,0.006250,-0.006250,0,4.9589800,0.0010700,-0.0010700,0,1.8310000,0.3420000,-0.3420000,0
150.01,271893367,CP,2459363.0449530,0.001114,-0.001114,0,5.8574133,0.0000035,-0.0000035,0,5.8372912,0.0261372,-0.0261372,0
1500.01,377420580,FP,2458765.5829900,0.008110,-0.008110,0,1.4166000,0.0007100,-0.0007100,0,2.3310000,0.3200000,-0.3200000,0
1501.01,329145325,FP,2458739.6038600,0.003130,-0.003130,0,1.0767200,0.0001100,-0.0001100,0,2.7500000,0.0630000,-0.0630000,0
1502.01,410528770,FP,2458740.8159800,0.002600,-0.002600,0,2.7534700,0.0002500,-0.0002500,0,3.4630000,0.2270000,-0.2270000,0
1503.01,428065977,FP,2458739.1409400,0.011740,-0.011740,0,1.6544500,0.0006700,-0.0006700,0,3.1940000,0.6760000,-0.6760000,0
1504.01,326114850,FP,2458739.3780700,0.003470,-0.003470,0,1.2456400,0.0001700,-0.0001700,0,1.3530000,0.3130000,-0.3130000,0
1505.01,331034236,PC,2458740.6949100,0.009000,-0.009000,0,3.4298500,0.0012000,-0.0012000,0,3.6780000,0.7640000,-0.7640000,0
1506.01,64836837,PC,2458742.6867200,0.004210,-0.004210,0,10.9118800,0.0014200,-0.0014200,0,2.4270000,0.2710000,-0.2710000,0
1507.01,430677414,FP,2458738.9304800,0.001150,-0.001150,0,0.4674100,0.0000200,-0.0000200,0,1.2500000,0.0200000,-0.0200000,0
1508.01,415741431,PC,2458739.7045600,0.004980,-0.004980,0,2.1568000,0.0004000,-0.0004000,0,2.2460000,0.3960000,-0.3960000,0
1509.01,272828463,FP,2458765.0405700,0.002020,-0.002020,0,0.7887700,0.0000500,-0.0000500,0,1.5770000,0.0420000,-0.0420000,0
151.01,382302241,FP,2458326.0492600,0.003310,-0.003310,0,1.5978300,0.0003400,-0.0003400,0,1.4900000,0.2960000,-0.2960000,0
1510.01,377739433,FP,2458764.8252200,0.005550,-0.005550,0,1.2385200,0.0002300,-0.0002300,0,3.1380000,0.3830000,-0.3830000,0
1511.01,376682699,FP,2458765.1529900,0.001130,-0.001130,0,1.1026400,0.0000500,-0.0000500,0,2.4190000,0.0450000,-0.0450000,0
1512.01,434718964,PC,2458765.7933100,0.004280,-0.004280,0,1.5974800,0.0002400,-0.0002400,0,2.7430000,0.2280000,-0.2280000,0
1513.01,269509393,FP,2458764.8441700,0.006980,-0.006980,0,1.7658900,0.0008700,-0.0008700,0,3.8070000,0.8200000,-0.8200000,0
1514.01,270238522,FP,2458765.4763600,0.006290,-0.006290,0,1.3699100,0.0002800,-0.0002800,0,4.1560000,0.2850000,-0.2850000,0
1515.01,470709084,FP,2458764.9144500,0.005210,-0.005210,0,3.6632800,0.0009000,-0.0009000,0,2.2550000,0.4920000,-0.4920000,0
1516.01,376637093,PC,2458765.3253100,0.000190,-0.000190,0,2.0560300,0.0000100,-0.0000100,0,2.8290000,0.0150000,-0.0150000,0
1517.01,455962313,FP,2458766.0422200,0.003870,-0.003870,0,4.5108300,0.0006000,-0.0006000,0,2.3910000,0.4420000,-0.4420000,0
1518.01,427761355,PC,2458766.1206000,0.000190,-0.000190,0,1.9026100,0.0000100,-0.0000100,0,2.0470000,0.0660000,-0.0660000,0
1519.01,272049972,FP,2458765.3297000,0.000820,-0.000820,0,1.0958900,0.0000300,-0.0000300,0,2.8170000,0.0300000,-0.0300000,0
152.01,403287048,FP,2458327.9233700,0.004940,-0.004940,0,7.0077600,0.0031500,-0.0031500,0,2.6800000,0.8240000,-0.8240000,0
1520.01,269238073,PC,2458766.0095300,0.008290,-0.008290,0,6.1550100,0.0026800,-0.0026800,0,4.1780000,0.5260000,-0.5260000,0
1521.01,366074069,PC,2458768.0886400,0.000710,-0.000710,0,4.1810600,0.0001200,-0.0001200,0,4.5740000,0.0840000,-0.0840000,0
1522.01,367102581,PC,2458765.3787600,0.005200,-0.005200,0,2.9796200,0.0004900,-0.0004900,0,2.5710000,0.3680000,-0.3680000,0
1523.01,387413037,FP,2458738.9502800,0.005350,-0.005350,0,6.7269400,0.0010400,-0.0010400,0,2.6490000,0.4330000,-0.4330000,0
1524.01,314338017,FP,2458719.5669400,0.010310,-0.010310,0,10.9547800,0.0024100,-0.0024100,0,4.5420000,0.7260000,-0.7260000,0
1525.01,276380902,FP,2458715.1927600,0.003840,-0.003840,0,0.6172400,0.0000600,-0.0000600,0,1.2280000,0.2200000,-0.2200000,0
1526.01,313761775,FP,2458716.3521800,0.003840,-0.003840,0,1.5312700,0.0001100,-0.0001100,0,1.3010000,0.3020000,-0.3020000,0
1527.01,202375913,PC,2458768.2357200,0.002910,-0.002910,0,5.0620300,0.0012800,-0.0012800,0,3.6830000,0.2900000,-0.2900000,0
1528.01,285543785,PC,2458772.1670200,0.001450,-0.001450,0,9.9385600,0.0006200,-0.0006200,0,3.9200000,0.1540000,-0.1540000,0
1529.01,312259170,FP,2458764.9405400,0.001150,-0.001150,0,0.8229000,0.0000300,-0.0000300,0,2.0680000,0.2130000,-0.2130000,0
153.01,231081369,APC,2459192.2264800,0.000650,-0.000650,0,7.6316426,0.0000090,-0.0000090,0,2.1540000,0.3190000,-0.3190000,0
1530.01,312469860,FP,2458764.7936200,0.001300,-0.001300,0,0.5026100,0.0000200,-0.0000200,0,1.1270000,0.2370000,-0.2370000,0
1531.01,312678993,APC,2458765.0719700,0.000750,-0.000750,0,0.5173100,0.0000100,-0.0000100,0,1.3390000,0.1140000,-0.1140000,0
1532.01,327579226,PC,2458771.7848800,0.001190,-0.001190,0,8.9059200,0.0004500,-0.0004500,0,2.8930000,0.3270000,-0.3270000,0
1533.01,345143460,PC,2458765.7081300,0.006080,-0.006080,0,3.6462000,0.0014200,-0.0014200,0,1.7380000,0.3800000,-0.3800000,0
1534.01,354600221,FP,2458764.8169800,0.006750,-0.006750,0,1.4185300,0.0002900,-0.0002900,0,2.7280000,0.7070000,-0.7070000,0
1535.01,420288086,FP,2458769.5850100,0.002380,-0.002380,0,6.5342700,0.0005800,-0.0005800,0,3.6790000,0.3610000,-0.3610000,0
1536.01,445137888,PC,2458765.0674400,0.005960,-0.005960,0,2.0139000,0.0003200,-0.0003200,0,1.6610000,0.2850000,-0.2850000,0
1537.01,173612049,PC,2458739.0739300,0.004690,-0.004690,0,6.4905200,0.0013900,-0.0013900,0,2.5790000,0.2660000,-0.2660000,0
1538.01,177244357,PC,2458768.8470700,0.005670,-0.005670,0,6.5469200,0.0049200,-0.0049200,0,4.5890000,0.6380000,-0.6380000,0
1539.01,252636888,PC,2458740.5719800,0.010590,-0.010590,0,2.5892900,0.0008600,-0.0008600,0,3.8420000,0.7060000,-0.7060000,0
154.01,389525208,FP,2458329.3599600,0.001110,-0.001110,0,6.7470900,0.0006700,-0.0006700,0,2.3430000,0.1360000,-0.1360000,0
1540.01,318746829,FP,2458769.3971000,0.002870,-0.002870,0,5.2312100,0.0032600,-0.0032600,0,3.8260000,0.6730000,-0.6730000,0
1541.01,319068154,FP,2458767.3176800,0.002690,-0.002690,0,3.7973800,0.0008900,-0.0008900,0,1.6730000,0.4380000,-0.4380000,0
1542.01,367607434,FA,2458744.4435300,0.010890,-0.010890,0,8.2916000,0.0037100,-0.0037100,0,3.3610000,0.9760000,-0.9760000,0
1543.01,431585347,FP,2458766.2079300,0.006820,-0.006820,0,5.1366400,0.0031700,-0.0031700,0,4.4500000,1.0020000,-1.0020000,0
1544.01,455791689,PC,2458739.3087300,0.003060,-0.003060,0,1.2916500,0.0001400,-0.0001400,0,1.3230000,0.1570000,-0.1570000,0
1545.01,127425841,FP,2458765.8715300,0.002020,-0.002020,0,1.5161400,0.0002300,-0.0002300,0,1.9180000,0.1750000,-0.1750000,0
1546.01,194203348,PC,2458764.8332400,0.008210,-0.008210,0,1.1334500,0.0006000,-0.0006000,0,1.8940000,0.4350000,-0.4350000,0
1547.01,409520860,FP,2458765.1141600,0.006140,-0.006140,0,0.7193300,0.0002300,-0.0002300,0,1.4740000,0.3410000,-0.3410000,0
1548.01,440100539,PC,2458769.3236300,0.009960,-0.009960,0,12.6017000,0.0058500,-0.0058500,0,4.8350000,0.7910000,-0.7910000,0
1549.01,191146556,FP,2458766.8354500,0.001860,-0.001860,0,2.5859300,0.0003600,-0.0003600,0,3.1820000,0.1540000,-0.1540000,0
155.01,129637892,PC,2459062.4726840,0.001393,-0.001393,0,5.4490232,0.0005285,-0.0005285,0,4.7249264,0.1748918,-0.1748918,0
1550.01,241065596,FP,2458765.1267700,0.001240,-0.001240,0,1.6231500,0.0000800,-0.0000800,0,1.4380000,0.0740000,-0.0740000,0
1551.01,288348498,PC,2458765.1113800,0.002290,-0.002290,0,1.6754600,0.0002900,-0.0002900,0,1.2020000,0.1960000,-0.1960000,0
1552.01,326919774,PC,2458771.7721900,0.008760,-0.008760,0,7.5719300,0.0027800,-0.0027800,0,2.6560000,0.5970000,-0.5970000,0
1553.01,327341626,APC,2458768.4070000,0.001650,-0.001650,0,5.9381500,0.0003300,-0.0003300,0,2.4670000,0.1910000,-0.1910000,0
1554.01,299158887,KP,2458690.1607100,0.002390,-0.002390,0,9.4352600,0.0010100,-0.0010100,0,2.6553040,0.3410000,-0.3410000,0
1555.01,441732151,FP,2458712.0887900,0.000370,-0.000370,0,2.0998900,0.0000700,-0.0000700,0,0.9080000,0.0660000,-0.0660000,0
1556.01,405794804,FP,2458740.2187300,0.000740,-0.000740,0,1.4412700,0.0000200,-0.0000200,0,2.6050000,0.2990000,-0.2990000,0
1557.01,320506985,FP,2458765.3189700,0.005570,-0.005570,0,1.0869700,0.0002100,-0.0002100,0,1.9670000,0.3670000,-0.3670000,0
1558.01,117322779,FP,2458791.0730100,0.003630,-0.003630,0,0.6860100,0.0002000,-0.0002000,0,1.6140000,0.2760000,-0.2760000,0
1559.01,241040309,PC,2458764.9392600,0.003170,-0.003170,0,3.4647900,0.0004300,-0.0004300,0,1.0090000,0.3110000,-0.3110000,0
156.01,220518305,FP,2458336.1320300,0.001860,-0.001860,0,14.1489300,0.0018900,-0.0018900,0,3.7650000,0.2300000,-0.2300000,0
1560.01,241076290,PC,2458790.8479500,0.001470,-0.001470,0,0.2579200,0.0000300,-0.0000300,0,0.4750000,0.1490000,-0.1490000,0
1561.01,245462406,FP,2458791.8170400,0.006470,-0.006470,0,2.2745600,0.0010800,-0.0010800,0,3.3200000,0.6880000,-0.6880000,0
1562.01,249862365,FP,2458791.5299000,0.005940,-0.005940,0,0.9899900,0.0004700,-0.0004700,0,2.0500000,0.5530000,-0.5530000,0
1563.01,249945230,PC,2458805.4512800,,,0,,,,0,5.8160000,0.4790000,-0.4790000,0
1564.01,250724252,APC,2458791.2015400,0.001430,-0.001430,0,0.5597300,0.0000600,-0.0000600,0,1.5460000,0.1330000,-0.1330000,0
1565.01,251384275,PC,2458808.4742300,,,0,,,,0,5.6610000,0.4470000,-0.4470000,0
1566.01,256414077,FP,2458793.3820700,0.004230,-0.004230,0,3.0110600,0.0008000,-0.0008000,0,3.0730000,0.2260000,-0.2260000,0
1567.01,259151170,APC,2458808.5224200,,,0,,,,0,4.1490000,0.0420000,-0.0420000,0
1568.01,284050395,FP,2458765.4756900,0.001370,-0.001370,0,1.3593200,0.0000600,-0.0000600,0,2.8310000,0.0530000,-0.0530000,0
1569.01,285666479,APC,2458791.9836300,0.005130,-0.005130,0,1.7161400,0.0007200,-0.0007200,0,2.0380000,0.2850000,-0.2850000,0
157.01,140691463,CP,2459385.4937750,0.000153,-0.000153,0,2.0845398,0.0000005,-0.0000005,0,1.7140000,0.0260000,-0.0260000,0
1570.01,285674856,PC,2458790.8103800,0.013270,-0.013270,0,1.7462600,0.0016300,-0.0016300,0,3.8800000,0.6080000,-0.6080000,0
1571.01,285677945,FP,2458791.5610600,0.005580,-0.005580,0,1.2427000,0.0004900,-0.0004900,0,1.5630000,0.3150000,-0.3150000,0
1572.01,292321872,FP,2458794.1521700,0.003540,-0.003540,0,8.6669800,0.0026100,-0.0026100,0,6.1040000,0.5070000,-0.5070000,0
1573.01,302773669,KP,2458809.0708980,0.000163,-0.000163,0,21.2164121,0.0000345,-0.0000345,0,3.1090959,0.0212252,-0.0212252,0
1574.01,307111282,FP,2458804.6005700,,,0,,,,0,9.5970000,0.4010000,-0.4010000,0
1575.01,316254876,FP,2458793.1745900,0.004120,-0.004120,0,2.4609400,0.0007900,-0.0007900,0,3.0910000,0.2530000,-0.2530000,0
1576.01,327011842,PC,2458765.0850600,0.004270,-0.004270,0,0.7842400,0.0001100,-0.0001100,0,1.3010000,0.2210000,-0.2210000,0
1577.01,332154944,FP,2458791.3688200,0.000960,-0.000960,0,0.9983700,0.0000700,-0.0000700,0,1.6320000,0.0840000,-0.0840000,0
1578.01,348135793,FP,2458791.5867800,0.001620,-0.001620,0,1.9774100,0.0002400,-0.0002400,0,6.5490000,0.0760000,-0.0760000,0
1579.01,354400186,FP,2458794.2817200,0.000840,-0.000840,0,9.0776800,0.0005600,-0.0005600,0,2.7800000,0.1010000,-0.1010000,0
158.01,403136413,FP,2458326.3781100,0.002190,-0.002190,0,2.5126600,0.0004500,-0.0004500,0,2.4110000,0.1730000,-0.1730000,0
1580.01,354469661,KP,2458792.4707800,0.000620,-0.000620,0,4.7953900,0.0002300,-0.0002300,0,4.8340000,0.0880000,-0.0880000,0
1581.01,370759867,PC,2458810.3067100,,,0,,,,0,4.2300000,0.2530000,-0.2530000,0
1582.01,374400599,FP,2458791.8149000,0.002120,-0.002120,0,1.8925300,0.0002700,-0.0002700,0,3.4510000,0.0890000,-0.0890000,0
1583.01,403256331,FP,2458765.8212300,0.006420,-0.006420,0,3.7718800,0.0007600,-0.0007600,0,2.9230000,0.4590000,-0.4590000,0
1584.01,418987806,FP,2458791.0627600,0.002730,-0.002730,0,0.8865400,0.0001900,-0.0001900,0,1.6790000,0.0370000,-0.0370000,0
1585.01,444415148,FP,2458764.8746000,0.004200,-0.004200,0,1.8364100,0.0003200,-0.0003200,0,2.2220000,0.2560000,-0.2560000,0
1586.01,445144327,PC,2458765.6788900,0.010830,-0.010830,0,1.8079400,0.0006200,-0.0006200,0,2.1700000,0.6060000,-0.6060000,0
1587.01,458914949,PC,2458796.5972800,0.006430,-0.006430,0,12.5230000,0.0031100,-0.0031100,0,4.4410000,0.4840000,-0.4840000,0
1588.01,50120414,PC,2458793.4846300,0.003420,-0.003420,0,3.5804000,0.0009400,-0.0009400,0,3.5980000,0.5560000,-0.5560000,0
1589.01,52041724,FP,2458800.8067800,0.000530,-0.000530,0,,,,0,4.0260000,0.2510000,-0.2510000,0
159.01,394657039,PC,2459363.4184920,0.000356,-0.000356,0,3.7628388,0.0000019,-0.0000019,0,4.0481263,0.0184845,-0.0184845,0
1590.01,71854745,FP,2458793.5101400,0.006910,-0.006910,0,3.1031500,0.0020800,-0.0020800,0,3.5350000,0.6740000,-0.6740000,0
1591.01,82010657,FP,2458807.9369300,,,0,,,,0,8.0600000,1.2600000,-1.2600000,0
1592.01,186599508,FP,2458794.8964100,0.002295,-0.002295,0,5.6318074,0.0012074,-0.0012074,0,3.4553092,0.3835477,-0.3835477,0
1593.01,192372961,PC,2458792.2964400,0.006170,-0.006170,0,2.0631300,0.0009900,-0.0009900,0,2.1570000,0.4850000,-0.4850000,0
1594.01,201154493,FP,2458792.1989000,0.004080,-0.004080,0,1.5123300,0.0005700,-0.0005700,0,2.5900000,0.3670000,-0.3670000,0
1595.01,385105624,FP,2458793.3745400,0.001390,-0.001390,0,1.7490300,0.0002600,-0.0002600,0,1.8510000,0.4850000,-0.4850000,0
1596.01,431899140,PC,2458792.2058500,0.003810,-0.003810,0,1.9765600,0.0007000,-0.0007000,0,3.1020000,0.7580000,-0.7580000,0
1597.01,68152139,FP,2458792.4652500,0.002720,-0.002720,0,0.7377200,0.0001800,-0.0001800,0,1.0570000,0.1580000,-0.1580000,0
1598.01,67418624,PC,2458791.6205100,0.001201,-0.001201,0,1.1036944,0.0000981,-0.0000981,0,0.8389743,0.2573576,-0.2573576,0
1599.01,129979528,KP,2458791.4142960,0.000169,-0.000169,0,1.2198679,0.0000160,-0.0000160,0,2.8602527,0.0074581,-0.0074581,0
160.01,253917293,FP,2458327.3762700,0.002840,-0.002840,0,4.6080000,0.0010000,-0.0010000,0,3.3830000,0.7580000,-0.7580000,0
1600.01,187029841,FP,2458791.8009600,0.001730,-0.001730,0,0.3611300,0.0000500,-0.0000500,0,1.8700000,0.1870000,-0.1870000,0
1601.01,139375960,PC,2458793.2772800,0.001270,-0.001270,0,5.3315500,0.0005200,-0.0005200,0,6.1910000,0.1500000,-0.1500000,0
1602.01,129991079,PC,2458792.5041200,0.010020,-0.010020,0,6.1595200,0.0048600,-0.0048600,0,3.8340000,0.8870000,-0.8870000,0
1603.01,73448352,KP,2458794.3362000,0.000890,-0.000890,0,4.7323100,0.0003900,-0.0003900,0,3.3090000,0.2690000,-0.2690000,0
1604.01,118301361,FP,2458793.3982800,0.003880,-0.003880,0,3.4660800,0.0011200,-0.0011200,0,4.4030000,0.2800000,-0.2800000,0
1605.01,101037590,PC,2458798.7416000,0.001220,-0.001220,0,8.7076900,0.0014300,-0.0014300,0,2.7450000,0.3040000,-0.3040000,0
1606.01,125735470,APC,2459493.3496670,0.000585,-0.000585,0,4.7126751,0.0000088,-0.0000088,0,1.1310000,0.1660000,-0.1660000,0
1607.01,26433869,FP,2459471.3395680,0.001702,-0.001702,0,1.0357235,0.0000055,-0.0000055,0,1.3660000,0.3350000,-0.3350000,0
1608.01,138017750,APC,2458792.4596510,0.000509,-0.000509,0,2.4727216,0.0001081,-0.0001081,0,2.4271490,0.0267445,-0.0267445,0
1609.01,229951289,FA,2458692.7353600,0.010360,-0.010360,0,13.3118000,0.0020300,-0.0020300,0,4.4920000,0.6160000,-0.6160000,0
161.01,348770361,PC,2459363.8711120,0.001621,-0.001621,0,2.7684482,0.0000082,-0.0000082,0,4.8869075,0.0865298,-0.0865298,0
1610.01,219776325,PC,2458685.3618280,0.000996,-0.000996,0,2.5287386,0.0000176,-0.0000176,0,1.5310402,0.2188436,-0.2188436,0
1611.01,264678534,PC,2458796.4929280,0.000676,-0.000676,0,16.2021664,0.0000815,-0.0000815,0,2.8536292,0.1285762,-0.1285762,0
1612.01,268403451,KP,2458985.7983390,0.000251,-0.000251,0,2.8640752,0.0000261,-0.0000261,0,2.8171298,0.0174104,-0.0174104,0
1613.01,272625214,FP,2458769.6083400,0.008160,-0.008160,0,5.2466600,0.0014200,-0.0014200,0,3.3770000,0.2940000,-0.2940000,0
1614.01,317397615,FP,2458765.4080500,0.002850,-0.002850,0,0.7437400,0.0000800,-0.0000800,0,1.5710000,0.2600000,-0.2600000,0
1615.01,317507345,APC,2458794.7629200,0.000590,-0.000590,0,3.9401800,0.0001600,-0.0001600,0,1.9910000,0.0760000,-0.0760000,0
1616.01,322054600,PC,2458764.7892100,0.002490,-0.002490,0,1.3432300,0.0000800,-0.0000800,0,0.7700000,0.2580000,-0.2580000,0
1617.01,322202434,FP,2458739.3180100,0.001393,-0.001393,0,1.4014541,0.0000195,-0.0000195,0,1.3629966,0.3296935,-0.3296935,0
1618.01,376838000,FP,2458765.0596500,0.004500,-0.004500,0,2.1679000,0.0003100,-0.0003100,0,1.3900000,0.5510000,-0.5510000,0
1619.01,377144784,PC,2458765.6944900,0.007630,-0.007630,0,2.3872300,0.0006600,-0.0006600,0,2.9740000,0.3360000,-0.3360000,0
162.01,99493790,APC,2458332.9818800,0.000710,-0.000710,0,7.7668600,0.0009400,-0.0009400,0,3.2910000,0.0970000,-0.0970000,0
1620.01,378291076,PC,2458764.9020600,0.009850,-0.009850,0,1.5987800,0.0004900,-0.0004900,0,2.1250000,0.5080000,-0.5080000,0
1621.01,387260717,PC,2458743.1838000,0.011840,-0.011840,0,6.4505400,0.0016000,-0.0016000,0,3.5380000,0.5260000,-0.5260000,0
1622.01,388076005,FP,2458955.8663610,0.004265,-0.004265,0,1.7140193,0.0004700,-0.0004700,0,5.2335867,0.2965799,-0.2965799,0
1623.01,407394748,APC,2458793.0358800,0.001110,-0.001110,0,1.5045500,0.0000100,-0.0000100,0,1.1050000,0.2180000,-0.2180000,0
1624.01,461387302,FP,2458765.9501800,0.010610,-0.010610,0,5.8078300,0.0019500,-0.0019500,0,4.9100000,0.8710000,-0.8710000,0
1625.01,470852531,FP,2458765.5340400,0.003940,-0.003940,0,1.4944600,0.0002300,-0.0002300,0,2.1140000,0.3670000,-0.3670000,0
1626.01,157586003,KP,2459011.2661580,0.001221,-0.001221,0,3.3326848,0.0002927,-0.0002927,0,3.7250047,0.0885564,-0.0885564,0
1627.01,424435940,KP,2458986.9819020,0.000409,-0.000409,0,5.0171304,0.0000770,-0.0000770,0,3.6977418,0.0301862,-0.0301862,0
1628.01,284475976,KP,2459392.4449140,0.000751,-0.000751,0,2.1436454,0.0000953,-0.0000953,0,3.1469980,0.0403084,-0.0403084,0
1629.01,310003988,KP,2458932.2066000,0.000659,-0.000659,0,4.5421678,0.0001003,-0.0001003,0,4.2419645,0.0494108,-0.0494108,0
163.01,179317684,CP,2459365.5067970,0.000664,-0.000664,0,4.2312822,0.0002264,-0.0002264,0,4.3277019,0.0575528,-0.0575528,0
1630.01,317597583,PC,2458773.8748830,0.001305,-0.001305,0,12.0556260,0.0001066,-0.0001066,0,2.0241942,0.3417058,-0.3417058,0
1631.01,29054413,PC,2458795.5023830,0.002248,-0.002248,0,7.6260946,0.0016144,-0.0016144,0,1.2894919,0.8229314,-0.8229314,0
1632.01,51024887,FP,2458797.3449980,0.004051,-0.004051,0,8.2491871,0.0031995,-0.0031995,0,4.9807847,0.3442086,-0.3442086,0
1633.01,165551882,FA,2458798.1042170,0.004239,-0.004239,0,12.1582804,0.0058050,-0.0058050,0,2.1406837,0.7304905,-0.7304905,0
1634.01,201186294,CP,2458791.5150010,0.001337,-0.001337,0,0.9893300,0.0001055,-0.0001055,0,1.0357615,0.3979622,-0.3979622,0
1635.01,230086768,FP,2458736.1305490,0.000490,-0.000490,0,34.9272724,0.0003479,-0.0003479,0,2.7024518,0.0345804,-0.0345804,0
1636.01,269892793,APC,2458792.1354580,0.000307,-0.000307,0,1.7729877,0.0000417,-0.0000417,0,1.8320893,0.0262468,-0.0262468,0
1637.01,286355915,APC,2458793.1156580,0.000539,-0.000539,0,4.0767575,0.0001707,-0.0001707,0,4.3656855,0.0404290,-0.0404290,0
1638.01,312862941,PC,2458791.1463680,0.001125,-0.001125,0,0.9150943,0.0000789,-0.0000789,0,0.7630287,0.1075191,-0.1075191,0
1639.01,348673213,FP,2458791.4680470,0.002783,-0.002783,0,0.9014650,0.0001916,-0.0001916,0,2.5562155,0.3825851,-0.3825851,0
164.01,79395355,FP,2458328.3373300,0.003770,-0.003770,0,7.3189800,0.0022400,-0.0022400,0,3.7710000,0.8860000,-0.8860000,0
1640.01,396562848,CP,2458792.6037190,0.000376,-0.000376,0,1.9495213,0.0000069,-0.0000069,0,0.6758368,0.1564971,-0.1564971,0
1641.01,422923265,PC,2458791.7872550,0.001256,-0.001256,0,1.8649892,0.0001805,-0.0001805,0,1.0085162,0.2110272,-0.2110272,0
1642.01,229940491,APC,2458699.0594310,0.001480,-0.001480,0,37.4594263,0.0002997,-0.0002997,0,2.9610014,0.0952713,-0.0952713,0
1643.01,298647682,PC,2458691.5078740,0.000836,-0.000836,0,20.0787128,0.0000853,-0.0000853,0,1.1831212,0.1577783,-0.1577783,0
1644.01,22843856,FP,2458790.9802820,0.000451,-0.000451,0,1.8497540,0.0000592,-0.0000592,0,2.1452336,0.0341969,-0.0341969,0
1645.01,184679932,FP,2458791.4255460,0.000115,-0.000115,0,2.1721416,0.0000194,-0.0000194,0,2.7480823,0.0083884,-0.0083884,0
1646.01,387527558,FA,2458794.1033560,0.001882,-0.001882,0,3.6239090,0.0027476,-0.0027476,0,2.6568012,0.1899665,-0.1899665,0
1647.01,154927364,FP,2458688.9920100,0.000550,-0.000550,0,6.9737800,0.0003000,-0.0003000,0,2.7770000,0.1230000,-0.1230000,0
